CODE,CATEGORY
1819,CODE_BUPRENORPHINE
352364,CODE_BUPRENORPHINE
203841,CODE_BUPRENORPHINE
1729358,CODE_BUPRENORPHINE
371161,CODE_BUPRENORPHINE
1295269,CODE_BUPRENORPHINE
2670,CODE_CODEINE
817579,CODE_CODEINE
214444,CODE_CODEINE
1008110,CODE_CODEINE
214442,CODE_CODEINE
689561,CODE_CODEINE
689563,CODE_CODEINE
214449,CODE_CODEINE
1007572,CODE_CODEINE
91104,CODE_CODEINE
2672,CODE_CODEINE
1115966,CODE_CODEINE
371613,CODE_CODEINE
371609,CODE_CODEINE
1155183,CODE_CODEINE
370754,CODE_CODEINE
1155597,CODE_CODEINE
370751,CODE_CODEINE
4337,CODE_FENTANYL
142436,CODE_FENTANYL
1652097,CODE_FENTANYL
1735002,CODE_FENTANYL
1294794,CODE_FENTANYL
1294774,CODE_FENTANYL
668362,CODE_FENTANYL
1294974,CODE_FENTANYL
1159058,CODE_FENTANYL
1159057,CODE_FENTANYL
858086,CODE_FENTANYL
3304,CODE_HEROIN
5489,CODE_HYDROCODONE
214182,CODE_HYDROCODONE
214253,CODE_HYDROCODONE
214627,CODE_HYDROCODONE
142439,CODE_HYDROCODONE
236931,CODE_HYDROCODONE
221107,CODE_HYDROCODONE
370641,CODE_HYDROCODONE
1151548,CODE_HYDROCODONE
370759,CODE_HYDROCODONE
370676,CODE_HYDROCODONE
3423,CODE_HYDROMORPHONE
1007561,CODE_HYDROMORPHONE
214594,CODE_HYDROMORPHONE
203177,CODE_HYDROMORPHONE
370654,CODE_HYDROMORPHONE
1164619,CODE_HYDROMORPHONE
370653,CODE_HYDROMORPHONE
1724207,CODE_HYDROMORPHONE
902728,CODE_HYDROMORPHONE
6378,CODE_LEVORPHANOL
153973,CODE_LEVORPHANOL
372593,CODE_LEVORPHANOL
1163479,CODE_LEVORPHANOL
6754,CODE_MEPERIDINE
214699,CODE_MEPERIDINE
689788,CODE_MEPERIDINE
689609,CODE_MEPERIDINE
103755,CODE_MEPERIDINE
372766,CODE_MEPERIDINE
1160384,CODE_MEPERIDINE
60800,CODE_MEPERIDINE
1665037,CODE_MEPERIDINE
6813,CODE_METHADONE
218337,CODE_METHADONE
372808,CODE_METHADONE
1161620,CODE_METHADONE
372806,CODE_METHADONE
1161619,CODE_METHADONE
372807,CODE_METHADONE
7052,CODE_MORPHINE
866331,CODE_MORPHINE
689610,CODE_MORPHINE
30236,CODE_MORPHINE
477397,CODE_MORPHINE
235774,CODE_MORPHINE
372959,CODE_MORPHINE
1156362,CODE_MORPHINE
106841,CODE_MORPHINE
1728776,CODE_MORPHINE
372957,CODE_MORPHINE
372960,CODE_MORPHINE
7804,CODE_OXYCODONE
214183,CODE_OXYCODONE
214256,CODE_OXYCODONE
484259,CODE_OXYCODONE
1545902,CODE_OXYCODONE
1806700,CODE_OXYCODONE
82063,CODE_OXYCODONE
159821,CODE_OXYCODONE
373198,CODE_OXYCODONE
373195,CODE_OXYCODONE
1161681,CODE_OXYCODONE
373196,CODE_OXYCODONE
373200,CODE_OXYCODONE
375581,CODE_OXYCODONE
1151889,CODE_OXYCODONE
373199,CODE_OXYCODONE
385094,CODE_OXYCODONE
1790526,CODE_OXYCODONE
1491831,CODE_OXYCODONE
7814,CODE_OXYMORPHONE
82064,CODE_OXYMORPHONE
1809679,CODE_OXYMORPHONE
643113,CODE_OXYMORPHONE
643115,CODE_OXYMORPHONE
10689,CODE_TRAMADOL
352362,CODE_TRAMADOL
82110,CODE_TRAMADOL
374173,CODE_TRAMADOL
374174,CODE_TRAMADOL
7243,CODE_NALTREXONE
