url_path,views_total,views_unique
/CDCgov/Opioid_SUD_MHI_MedCodes,7,5
/CDCgov/Opioid_SUD_MHI_MedCodes/blob/master/.github/workflows/stats.yml,5,2
/CDCgov/Opioid_SUD_MHI_MedCodes/blob/master/.github/workflows/pull_clone_traffic.yml,3,3
/CDCgov/Opioid_SUD_MHI_MedCodes/tree/master/.github/workflows,3,3
/CDCgov/Opioid_SUD_MHI_MedCodes/tree/master/data,3,2
/CDCgov/Opioid_SUD_MHI_MedCodes/blob/master/codebased_config.txt,2,2
/CDCgov/Opioid_SUD_MHI_MedCodes/blob/github-repo-stats/CDCgov/Opioid_SUD_MHI_MedCodes/ghrs-data/snapshots/2024-10-03_231118_top_referrers_snapshot.csv,1,1
/CDCgov/Opioid_SUD_MHI_MedCodes/blob/github-repo-stats/CDCgov/Opioid_SUD_MHI_MedCodes/ghrs-data/views_clones_aggregate.csv,1,1
/CDCgov/Opioid_SUD_MHI_MedCodes/blob/master/clone_traffic.log,1,1
/CDCgov/Opioid_SUD_MHI_MedCodes/blob/master/data/example_input_file.txt,1,1
